,mood,age,gender,school_type,grade_level,sibilings,living,employment,personality,relationship,wakeup,breakfast,launch,dinner,sleep,hobbies,smoker,alcoholic,drug_addicted,friends,hangout,social_events,pray,sports,exercise,meditation,video_games,study_hours,phone_hours,medication,movies_per_week,music hours,depression,category
91,Happy,24,Male,Naturwissenschaft,8,2,With family,Part time,Introvert,Married,11:12:00 AM,2:50:00 PM,2:50:00 PM,1:00:00 PM,3:30:00 AM,"Traveling, Programming",Yes,No,No,7,Often,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Often,2,3 to 5,No,3,0,12,Moderate
92,Tensed,24,Male,Naturwissenschaft,7,1,With family,None,Ambivert,Single,9:00:00 AM,11:00:00 AM,2:30:00 PM,2:00:00 PM,4:00:00 AM,Traveling,No,No,No,3,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Sometimes,3,6 to 8,No,2,1,17,Moderate
93,Lost,22,Female,Wirtschaft,4,1,With family,None,Ambivert,Single,11:00:00 AM,11:10:00 AM,2:00:00 PM,3:00:00 PM,3:00:00 AM,Music,No,No,No,3,Sometimes,Often,Not at all,Not at all,Not at all,Not at all,Not at all,1,6 to 8,No,3,3,8,Moderate
94,Happy,24,Male,Naturwissenschaft,7,4,Without family,None,Ambivert,Single,6:00:00 AM,9:00:00 AM,1:30:00 PM,4:00:00 PM,11:30:00 PM,Programming,No,No,No,1,Sometimes,Not at all,Regularly,Not at all,Regularly,Sometimes,Not at all,4,3 to 5,Yes,0,1,5,Moderate
95,Lost,25,Male,Naturwissenschaft,8,1,With family,None,Ambivert,In a relationship,10:00:00 AM,1:00:00 PM,12:00:00 AM,5:00:00 PM,1:00:00 AM,Photography,Yes,No,No,0,Not at all,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,1,6 to 8,No,3,0,14,Moderate
96,Lost,22,Male,Naturwissenschaft,6,1,With family,Part time,Introvert,Single,9:00:00 AM,9:30:00 AM,3:00:00 AM,6:00:00 PM,2:00:00 AM,None,No,No,No,3,Sometimes,Not at all,Not at all,Not at all,Sometimes,Not at all,Not at all,3,0 to 2,No,0,2,18,Moderate
97,Sad,23,Female,Naturwissenschaft,7,2,With family,None,Extrovert,Single,9:00:00 AM,9:00:00 AM,3:00:00 AM,7:00:00 PM,1:00:00 AM,Music,No,No,No,0,Not at all,Not at all,Sometimes,Not at all,Not at all,Not at all,Very Often,1,0 to 2,No,3,2,18,Moderate
98,Tensed,24,Female,Naturwissenschaft,3,4,With family,None,Ambivert,Single,8:30:00 AM,9:00:00 AM,2:00:00 AM,8:00:00 PM,3:00:00 AM,"Photography, Painting",No,No,No,3,Sometimes,Sometimes,Regularly,Regularly,Not at all,Not at all,Sometimes,5,more than 8,No,3,1,10,Moderate
99,Happy,21,Male,Naturwissenschaft,6,1,With family,None,Introvert,Single,8:00:00 AM,9:00:00 AM,2:30:00 PM,9:00:00 PM,1:00:00 AM,"Music, Photography",No,No,No,5,Sometimes,Sometimes,Regularly,Not at all,Not at all,Not at all,Sometimes,4,6 to 8,No,5,2,16,Moderate
100,Lost,21,Male,Naturwissenschaft,3,2,With family,None,Ambivert,Single,9:00:00 AM,9:30:00 AM,2:30:00 PM,10:00:00 PM,12:30:00 AM,Programming,No,No,No,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,0,3 to 5,No,0,0,13,Moderate
101,Lost,21,Female,Naturwissenschaft,4,2,With family,None,Ambivert,Single,12:00:00 PM,1:01:00 PM,1:01:00 PM,11:00:00 PM,3:03:00 AM,Music,No,No,No,5,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all,Sometimes,1,more than 8,No,5,10,20,Severe
102,Lost,18,Male,Wirtschaft,1,3,With family,None,Introvert,Single,8:00:00 AM,12:00:00 AM,3:00:00 PM,12:00:00 AM,3:00:00 AM,None,Yes,No,No,3,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Sometimes,5,6 to 8,Yes,2,2,24,Severe
103,Sad,24,Male,Naturwissenschaft,7,1,With family,None,Extrovert,In a relationship,9:00:00 AM,10:00:00 AM,2:00:00 PM,1:00:00 AM,5:00:00 AM,"Music, Painting",Yes,No,No,1,Often,Often,Sometimes,Sometimes,Not at all,Not at all,Not at all,2,more than 8,Yes,2,1,12,Moderate
104,Lost,24,Female,Naturwissenschaft,7,1,With family,None,Introvert,Single,3:00:00 PM,6:00:00 AM,6:00:00 PM,2:00:00 AM,11:00:00 AM,"Photography, Painting, Watching movies, watching series",No,No,No,5,Sometimes,Not at all,Sometimes,Not at all,Not at all,Not at all,Sometimes,0,3 to 5,Yes,1,1,23,Severe
105,Sad,25,Female,Naturwissenschaft,6,1,With family,Part time,Extrovert,Married,12:00:00 PM,12:00:00 PM,3:00:00 PM,3:00:00 AM,4:00:00 AM,Traveling,No,No,No,2,Sometimes,Sometimes,Regularly,Not at all,Not at all,Not at all,Not at all,4,3 to 5,No,0,0,6,Moderate
106,Happy,21,Male,Naturwissenschaft,3,0,With family,None,Extrovert,Single,9:00:00 AM,9:30:00 AM,2:00:00 PM,4:00:00 AM,2:30:00 AM,Painting,Yes,No,No,7,Very Often,Often,Regularly,Sometimes,Not at all,Not at all,Often,3,3 to 5,No,2,4,11,Moderate
107,Sad,21,Male,Wirtschaft,2,1,With family,None,Introvert,Single,9:00:00 AM,10:15:00 AM,1:30:00 AM,5:00:00 AM,12:20:00 AM,Photography,No,No,No,1,Sometimes,Not at all,Sometimes,Sometimes,Sometimes,Regularly,Not at all,3,0 to 2,No,2,0,14,Moderate
108,Angry,20,Male,Naturwissenschaft,2,4,With family,None,Ambivert,Single,5:00:00 AM,8:00:00 AM,2:00:00 PM,6:00:00 AM,12:00:00 AM,Traveling,No,No,No,4,Very Often,Very Often,Regularly,Sometimes,Sometimes,Not at all,Not at all,4,0 to 2,No,2,0,3,None
110,Tensed,22,Male,Naturwissenschaft,5,5,With family,None,Ambivert,Single,5:00:00 AM,3:00:00 PM,7:00:00 PM,8:00:00 AM,2:00:00 PM,Gaming,No,No,No,1,Sometimes,Sometimes,Regularly,Not at all,Not at all,Not at all,Very Often,10,3 to 5,Yes,1,1,10,Moderate
111,Sad,22,Female,Naturwissenschaft,4,2,With family,None,Introvert,Single,9:00:00 AM,11:30:00 AM,4:00:00 PM,9:00:00 AM,12:00:00 AM,None,No,No,No,2,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,3,6 to 8,Yes,0,1,27,Severe
112,Lost,25,Male,Naturwissenschaft,7,1,With family,None,Introvert,Single,2:00:00 PM,2:30:00 PM,6:00:00 PM,10:00:00 AM,5:00:00 AM,Gaming,Yes,No,No,2,Often,Often,Sometimes,Regularly,Regularly,Not at all,Very Often,1,more than 8,No,0,2,6,Moderate
113,Happy,25,Male,Naturwissenschaft,9,1,With family,None,Introvert,Single,8:00:00 AM,8:30:00 AM,2:00:00 PM,11:00:00 AM,12:00:00 PM,"Music, Traveling, Programming",No,No,No,4,Sometimes,Not at all,Regularly,Sometimes,Sometimes,Not at all,Sometimes,1,3 to 5,No,3,1,3,None
114,Happy,21,Female,Wirtschaft,3,3,With family,None,Ambivert,Single,8:00:00 AM,8:30:00 AM,2:00:00 PM,12:00:00 PM,1:00:00 AM,"Dancing, Traveling",No,No,No,6,Sometimes,Often,Sometimes,Not at all,Sometimes,Not at all,Not at all,0,more than 8,No,0,3,14,Moderate
115,Sad,21,Female,Naturwissenschaft,3,2,With family,None,Ambivert,Single,8:00:00 AM,10:00:00 AM,3:00:00 PM,1:00:00 PM,2:00:00 AM,"Music, Traveling",No,No,No,5,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,6,more than 8,No,1,4,5,Moderate
116,Happy,25,Male,Wirtschaft,6,3,With family,None,Introvert,Single,11:00:00 AM,11:30:00 AM,4:00:00 AM,2:00:00 PM,3:00:00 AM,watching football,Yes,No,No,6,Often,Very Often,Regularly,Not at all,Sometimes,Not at all,Very Often,1,6 to 8,No,0,4,24,Severe
117,Tensed,21,Male,Naturwissenschaft,3,2,With family,None,Ambivert,In a relationship,9:30:00 AM,10:00:00 AM,3:00:00 AM,3:00:00 PM,2:00:00 AM,Programming,No,No,No,3,Sometimes,Sometimes,Regularly,Regularly,Regularly,Sometimes,Sometimes,0,6 to 8,No,1,1,8,Moderate
118,Happy,23,Male,Naturwissenschaft,6,1,With family,Part time,Introvert,Single,7:00:00 AM,8:30:00 AM,2:00:00 PM,4:00:00 PM,12:00:00 AM,"Programming, Gaming",No,No,No,5,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very Often,5,6 to 8,No,2,9,4,None
119,Tensed,23,Male,Wirtschaft,4,1,With family,Part time,Introvert,Single,6:00:00 AM,8:00:00 AM,1:45:00 PM,5:00:00 PM,2:00:00 AM,"Photography, Painting, Reading",No,No,No,2,Sometimes,Sometimes,Regularly,Not at all,Sometimes,Sometimes,Not at all,10,3 to 5,Yes,1,3,13,Moderate
120,Angry,22,Female,Naturwissenschaft,3,4,With family,Part time,Ambivert,Engaged,5:30:00 AM,10:00:00 AM,3:00:00 PM,6:00:00 PM,10:30:00 AM,"Music, Photography, reading",No,No,No,3,Often,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Not at all,1,3 to 5,Yes,1,1,10,Moderate
121,Tensed,25,Male,Naturwissenschaft,6,2,With family,None,Introvert,Single,6:00:00 AM,9:00:00 AM,2:00:00 AM,7:00:00 PM,12:00:00 PM,"playing cricket, playing football",No,No,No,2,Often,Often,Regularly,Sometimes,Sometimes,Regularly,Sometimes,8,0 to 2,No,0,2,6,Moderate
122,Sad,23,Female,Wirtschaft,3,1,With family,None,Introvert,In a relationship,9:00:00 AM,10:00:00 AM,3:00:00 PM,8:00:00 PM,12:00:00 PM,None,No,No,No,0,Not at all,Often,Sometimes,Not at all,Not at all,Not at all,Often,4,3 to 5,No,1,0,21,Severe
123,Tensed,25,Male,Naturwissenschaft,7,1,With family,None,Introvert,Single,11:00:00 AM,1:00:00 PM,4:30:00 PM,9:00:00 PM,3:00:00 AM,"Programming, tinkering, browsing, gaming",No,No,No,2,Often,Sometimes,Sometimes,Not at all,Sometimes,Sometimes,Very Often,4,3 to 5,No,0,2,14,Moderate
124,Happy,21,Male,Naturwissenschaft,6,1,With family,Part time,Ambivert,Single,7:00:00 AM,10:00:00 AM,3:00:00 PM,10:00:00 PM,1:00:00 AM,Programming,Yes,Yes,No,5,Very Often,Sometimes,Not at all,Sometimes,Sometimes,Not at all,Very Often,2,0 to 2,No,0,6,2,None
125,Happy,23,Male,Naturwissenschaft,6,3,With family,None,Ambivert,Single,8:00:00 AM,8:30:00 AM,2:00:00 AM,11:00:00 PM,12:00:00 AM,"Music, Dancing, Painting, Traveling, Programming",No,No,No,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Not at all,4,0 to 2,No,2,1,17,Moderate
126,Sad,22,Female,Geisteswissenschaft,6,3,With family,None,Introvert,In a relationship,8:00:00 AM,11:00:00 AM,4:00:00 AM,12:00:00 AM,2:00:00 AM,None,No,No,No,0,Not at all,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all,5,more than 8,No,0,0,22,Severe
127,Happy,25,Male,Naturwissenschaft,5,2,With family,Part time,Ambivert,In a relationship,7:00:00 AM,9:00:00 AM,2:00:00 PM,1:00:00 AM,2:00:00 AM,Traveling,Yes,No,No,7,Often,Sometimes,Regularly,Not at all,Not at all,Not at all,Not at all,8,6 to 8,No,2,1,3,None
128,Happy,21,Male,Wirtschaft,3,1,With family,None,Introvert,In a relationship,8:00:00 AM,9:00:00 AM,2:00:00 PM,2:00:00 AM,12:00:00 AM,"Sports, Internet surfacing",No,No,No,3,Sometimes,Sometimes,Regularly,Regularly,Regularly,Not at all,Often,2,more than 8,No,1,0,15,Moderate
129,Lost,22,Female,Naturwissenschaft,6,0,With family,None,Introvert,Single,10:00:00 AM,10:00:00 AM,3:00:00 PM,3:00:00 AM,2:00:00 AM,Painting,No,No,No,3,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Very Often,2,more than 8,No,0,1,9,Moderate
130,Lost,23,Male,Naturwissenschaft,6,1,With family,None,Ambivert,Engaged,7:00:00 AM,9:00:00 AM,1:30:00 AM,4:00:00 AM,3:00:00 AM,none,No,No,Yes,6,Sometimes,Very Often,Sometimes,Regularly,Regularly,Not at all,Often,3,6 to 8,No,0,1,17,Moderate
131,Happy,24,Male,Naturwissenschaft,6,1,With family,Part time,Ambivert,In a relationship,10:00:00 AM,11:00:00 AM,3:00:00 PM,5:00:00 AM,2:00:00 AM,"Gaming, Cycling",Yes,No,No,3,Often,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Very Often,3,3 to 5,No,1,1,4,None
132,Tensed,23,Female,Naturwissenschaft,3,2,With family,None,Introvert,In a relationship,11:30:00 AM,11:30:00 AM,3:00:00 PM,6:00:00 AM,3:00:00 AM,"Photography, Painting",No,No,No,3,Not at all,Not at all,Sometimes,Not at all,Sometimes,Not at all,Not at all,3,more than 8,Yes,0,1,5,Moderate
133,Happy,23,Male,Naturwissenschaft,6,1,With family,None,Introvert,Single,7:00:00 AM,7:00:00 AM,2:40:00 PM,7:00:00 AM,12:00:00 AM,None,No,No,No,0,Not at all,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Sometimes,4,3 to 5,No,0,0,13,Moderate
134,Tensed,23,Male,Naturwissenschaft,7,1,With family,Part time,Introvert,Single,9:30:00 AM,10:30:00 AM,3:00:00 PM,8:00:00 AM,2:00:00 AM,Traveling,No,No,No,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Often,1,6 to 8,No,1,2,21,Severe
135,Lost,23,Male,Naturwissenschaft,6,3,With family,None,Introvert,Single,8:00:00 AM,9:30:00 AM,2:30:00 PM,9:00:00 AM,12:00:00 AM,Traveling,No,No,No,1,Often,Sometimes,Sometimes,Not at all,Not at all,Sometimes,Very Often,0,6 to 8,No,4,0,9,Moderate
136,Happy,24,Female,Naturwissenschaft,6,1,With family,None,Ambivert,In a relationship,9:30:00 AM,11:15:00 AM,3:30:00 PM,10:00:00 AM,12:00:00 PM,"Dancing, Painting, Traveling",No,No,No,5,Sometimes,Sometimes,Sometimes,Sometimes,Regularly,Regularly,Sometimes,4,more than 8,No,8,2,20,Severe
137,Happy,21,Female,Naturwissenschaft,3,1,With family,Part time,Ambivert,In a relationship,10:30:00 AM,1:12:00 PM,3:00:00 PM,11:00:00 AM,3:00:00 AM,Dancing,No,No,No,2,Sometimes,Not at all,Regularly,Not at all,Not at all,Not at all,Not at all,4,3 to 5,No,0,0,12,Moderate
138,Sad,22,Male,Naturwissenschaft,5,2,With family,None,Ambivert,Single,6:30:00 AM,9:20:00 AM,1:30:00 PM,12:00:00 PM,11:00:00 PM,Traveling,No,No,No,5,Often,Often,Sometimes,Not at all,Sometimes,Sometimes,Not at all,3,6 to 8,No,7,5,8,Moderate
139,Lost,21,Female,Wirtschaft,2,2,With family,None,Introvert,In a relationship,1:00:00 PM,1:30:00 PM,3:00:00 PM,1:00:00 PM,4:00:00 AM,None,No,No,No,2,Sometimes,Not at all,Sometimes,Not at all,Not at all,Not at all,Sometimes,1,more than 8,No,4,0,16,Moderate
140,Lost,23,Male,Wirtschaft,4,2,With family,None,Ambivert,In a relationship,8:00:00 AM,9:00:00 AM,3:00:00 AM,2:00:00 PM,12:30:00 AM,"Music, Traveling, Gaming",No,No,No,5,Often,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Often,0,3 to 5,No,1,0,17,Moderate
141,Tensed,22,Female,Naturwissenschaft,3,2,With family,None,Ambivert,In a relationship,9:00:00 AM,12:00:00 PM,3:00:00 PM,3:00:00 PM,3:00:00 AM,Painting,No,No,No,2,Not at all,Not at all,Regularly,Not at all,Sometimes,Not at all,Not at all,3,3 to 5,Yes,0,0,9,Moderate
142,Tensed,21,Female,Naturwissenschaft,6,3,With family,None,Extrovert,Single,11:00:00 AM,12:00:00 PM,4:00:00 PM,4:00:00 PM,4:00:00 AM,Watching movies,No,No,No,3,Often,Often,Sometimes,Not at all,Not at all,Not at all,Sometimes,2,more than 8,No,3,1,19,Moderate
143,Lost,23,Male,Geisteswissenschaft,3,1,With family,None,Ambivert,Single,11:00:00 AM,12:30:00 PM,3:00:00 PM,5:00:00 PM,3:00:00 PM,"Photography, Reading",No,No,No,3,Not at all,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,1,more than 8,No,0,5,20,Severe
145,Lost,21,Male,Naturwissenschaft,4,2,With family,None,Extrovert,Single,10:00:00 AM,10:30:00 AM,2:00:00 AM,7:00:00 PM,2:00:00 AM,Gaming,No,No,No,6,Often,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Very Often,1,6 to 8,No,2,2,12,Moderate
146,Lost,20,Female,Wirtschaft,3,1,With family,Full time,Extrovert,In a relationship,11:30:00 AM,12:00:00 PM,3:00:00 AM,8:00:00 PM,3:00:00 AM,"Music, Dancing, Traveling",No,No,No,0,Sometimes,Often,Sometimes,Not at all,Sometimes,Not at all,Not at all,0,more than 8,No,0,4,12,Moderate
147,Happy,24,Female,Naturwissenschaft,7,1,With family,None,Introvert,Engaged,10:00:00 AM,11:00:00 AM,3:30:00 PM,9:00:00 PM,3:00:00 AM,Music,No,No,No,1,Sometimes,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all,1,3 to 5,No,1,2,20,Severe
148,Sad,20,Male,Wirtschaft,1,1,With family,None,Introvert,Single,10:00:00 AM,11:00:00 AM,4:00:00 PM,10:00:00 PM,2:00:00 AM,Gaming,No,No,No,0,Sometimes,Sometimes,Not at all,Sometimes,Sometimes,Not at all,Very Often,4,3 to 5,No,4,4,17,Moderate
149,Tensed,20,Female,Wirtschaft,4,2,With family,Part time,Ambivert,Single,9:30:00 AM,10:00:00 AM,3:00:00 PM,11:00:00 PM,3:30:00 AM,None,No,No,No,2,Sometimes,Not at all,Regularly,Not at all,Sometimes,Not at all,Not at all,1,6 to 8,No,5,3,14,Moderate
150,Tensed,23,Male,Naturwissenschaft,6,1,With family,None,Extrovert,Single,7:00:00 AM,8:30:00 AM,2:00:00 PM,12:00:00 AM,1:00:00 AM,other,Yes,No,No,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,5,6 to 8,No,1,2,10,Moderate
151,Happy,25,Male,Naturwissenschaft,12,2,With family,None,Extrovert,In a relationship,9:30:00 AM,10:30:00 AM,3:00:00 PM,1:00:00 AM,2:00:00 AM,"Music, Traveling",No,Yes,No,7,Often,Not at all,Sometimes,Regularly,Sometimes,Sometimes,Not at all,1,0 to 2,Yes,2,1,11,Moderate
152,Lost,21,Male,Naturwissenschaft,2,1,With family,None,Ambivert,In a relationship,12:12:00 PM,1:12:00 PM,1:00:00 PM,2:00:00 AM,7:00:00 AM,Programming,No,No,No,0,Not at all,Not at all,Regularly,Not at all,Not at all,Not at all,Not at all,9,0 to 2,No,0,1,18,Moderate
153,Tensed,25,Male,Naturwissenschaft,6,2,With family,None,Ambivert,Single,9:00:00 AM,10:00:00 PM,8:00:00 PM,3:00:00 AM,1:00:00 AM,other,Yes,No,No,0,Sometimes,Sometimes,Regularly,Not at all,Regularly,Not at all,Often,0,3 to 5,No,0,3,9,Moderate
154,Lost,22,Female,Naturwissenschaft,6,1,With family,None,Ambivert,Single,11:00:00 AM,11:30:00 AM,2:00:00 PM,4:00:00 AM,12:00:00 PM,"Music, Painting, Traveling",No,No,No,4,Very Often,Sometimes,Sometimes,Sometimes,Regularly,Not at all,Sometimes,2,6 to 8,No,5,9,10,Moderate
155,Tensed,26,Male,Naturwissenschaft,4,1,With family,None,Ambivert,Single,11:00:00 AM,11:30:00 AM,3:00:00 PM,5:00:00 AM,4:00:00 AM,None,Yes,Yes,Yes,2,Very Often,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,0,3 to 5,No,2,6,17,Moderate
156,Lost,22,Female,Naturwissenschaft,3,0,With family,None,Ambivert,Single,6:00:00 PM,4:00:00 PM,6:30:00 PM,6:00:00 AM,8:00:00 AM,"Music, Cooking",Yes,No,No,5,Sometimes,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,0,more than 8,No,3,4,21,Severe
157,Tensed,23,Female,Naturwissenschaft,6,1,With family,None,Introvert,Single,12:00:00 PM,1:30:00 PM,5:00:00 PM,7:00:00 AM,3:00:00 AM,"Music, Photography, Traveling, Watching Movies",No,No,No,7,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,6,6 to 8,No,3,2,17,Moderate
158,Lost,24,Male,Naturwissenschaft,6,3,With family,Part time,Ambivert,Single,12:30:00 PM,1:30:00 PM,6:00:00 PM,8:00:00 AM,5:00:00 AM,"Music, Traveling, Playing football, watching football",No,No,No,2,Often,Sometimes,Regularly,Sometimes,Sometimes,Not at all,Very Often,2,3 to 5,No,2,1,9,Moderate
159,Happy,22,Male,Naturwissenschaft,6,2,With family,None,Ambivert,In a relationship,11:00:00 AM,11:30:00 AM,4:00:00 PM,9:00:00 AM,5:00:00 AM,"Photography, Traveling",No,No,No,11,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,5,3 to 5,No,1,1,15,Moderate
160,Lost,21,Female,Wirtschaft,3,1,With family,None,Ambivert,Single,10:30:00 AM,11:00:00 AM,2:30:00 PM,10:00:00 AM,3:00:00 AM,"Music, Dancing, Painting",No,No,No,2,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Not at all,5,more than 8,No,20,4,13,Moderate
161,Sad,22,Female,Naturwissenschaft,6,1,With family,None,Ambivert,Single,11:00:00 AM,12:00:00 PM,4:00:00 PM,11:00:00 AM,2:00:00 AM,"Music, Photography, Painting",No,No,No,3,Sometimes,Sometimes,Regularly,Not at all,Sometimes,Not at all,Sometimes,3,6 to 8,No,2,4,22,Severe
162,Happy,25,Male,Naturwissenschaft,5,1,With family,None,Extrovert,In a relationship,10:00:00 AM,10:30:00 AM,2:00:00 AM,12:00:00 PM,1:00:00 AM,"Music, Traveling",Yes,No,No,5,Very Often,Sometimes,Regularly,Sometimes,Sometimes,Not at all,Sometimes,2,6 to 8,No,2,1,8,Moderate
163,Happy,23,Male,Naturwissenschaft,7,1,With family,Full time,Introvert,Single,9:30:00 AM,11:00:00 AM,3:30:00 PM,1:00:00 PM,3:30:00 AM,None,No,No,No,2,Very Often,Sometimes,Sometimes,Not at all,Regularly,Sometimes,Often,0,more than 8,No,2,4,4,None
164,Happy,24,Male,Naturwissenschaft,4,1,With family,None,Extrovert,Single,11:00:00 AM,12:00:00 PM,4:00:00 PM,2:00:00 PM,2:00:00 AM,"Traveling, Programming",Yes,Yes,No,5,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Very Often,4,3 to 5,No,3,0,10,Moderate
165,Happy,25,Male,Naturwissenschaft,8,1,With family,Full time,Introvert,In a relationship,7:00:00 AM,8:00:00 AM,2:00:00 PM,3:00:00 PM,12:00:00 PM,Photography,Yes,No,No,6,Sometimes,Not at all,Regularly,Sometimes,Regularly,Regularly,Not at all,2,0 to 2,No,3,2,6,Moderate
166,Lost,25,Male,Wirtschaft,2,1,Without family,Part time,Introvert,In a relationship,9:00:00 AM,10:00:00 AM,3:00:00 PM,4:00:00 PM,2:00:00 AM,Gaming,Yes,No,No,8,Not at all,Not at all,Regularly,Not at all,Not at all,Not at all,Very Often,0,3 to 5,No,2,1,18,Moderate
167,Tensed,25,Male,Naturwissenschaft,7,1,With family,Part time,Extrovert,Single,7:00:00 AM,9:00:00 AM,2:00:00 PM,5:00:00 PM,2:00:00 AM,"Music, Programming",No,No,No,6,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Very Often,10,3 to 5,Yes,0,2,10,Moderate
168,Tensed,22,Male,Naturwissenschaft,5,0,With family,None,Introvert,Single,5:30:00 AM,11:00:00 AM,4:00:00 PM,6:00:00 PM,12:00:00 AM,None,No,No,No,2,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Sometimes,5,6 to 8,No,0,1,17,Moderate
169,Tensed,24,Female,Naturwissenschaft,1,2,With family,Full time,Ambivert,Single,1:30:00 PM,2:00:00 PM,12:00:00 AM,7:00:00 PM,5:30:00 AM,"Music, Dancing",No,Yes,No,3,Sometimes,Very Often,Regularly,Not at all,Sometimes,Sometimes,Not at all,3,0 to 2,No,2,1,16,Moderate
170,Happy,24,Male,Wirtschaft,4,2,With family,None,Introvert,Single,1:00:00 PM,2:00:00 PM,6:00:00 PM,8:00:00 PM,6:00:00 AM,Traveling,Yes,Yes,No,5,Very Often,Not at all,Sometimes,Sometimes,Sometimes,Not at all,Often,1,6 to 8,No,1,0,1,None
171,Tensed,21,Male,Wirtschaft,3,2,With family,None,Introvert,Single,11:15:00 AM,12:00:00 AM,4:45:00 PM,9:00:00 PM,6:23:00 AM,"Photography, Traveling",No,No,No,3,Very Often,Sometimes,Regularly,Regularly,Sometimes,Not at all,Often,3,6 to 8,No,0,0,15,Moderate
172,Happy,25,Female,Wirtschaft,6,2,With family,None,Introvert,Married,8:00:00 AM,10:00:00 AM,2:30:00 AM,10:00:00 PM,1:00:00 AM,Music,Yes,No,No,4,Sometimes,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0,6 to 8,No,0,1,12,Moderate
173,Tensed,24,Female,Naturwissenschaft,6,0,With family,None,Introvert,Single,10:00:00 AM,11:00:00 AM,3:00:00 AM,11:00:00 PM,1:00:00 AM,Music,No,No,No,8,Sometimes,Sometimes,Sometimes,Sometimes,Regularly,Not at all,Not at all,1,6 to 8,No,0,3,5,Moderate
174,Tensed,23,Male,Naturwissenschaft,2,1,With family,None,Introvert,In a relationship,10:00:00 AM,10:30:00 AM,2:30:00 PM,12:00:00 AM,2:00:00 AM,"Photography, Traveling, Programming",Yes,No,No,5,Very Often,Sometimes,Sometimes,Not at all,Not at all,Not at all,Very Often,3,0 to 2,No,1,0,7,Moderate
175,Tensed,23,Male,Naturwissenschaft,3,2,With family,None,Introvert,In a relationship,11:00:00 AM,11:30:00 AM,1:30:00 AM,1:00:00 AM,4:00:00 AM,"Reading, Learning",No,No,No,4,Sometimes,Not at all,Regularly,Not at all,Not at all,Not at all,Sometimes,10,0 to 2,No,1,6,18,Moderate
176,Tensed,24,Female,Naturwissenschaft,1,2,With family,Part time,Introvert,Single,5:00:00 AM,9:30:00 AM,2:30:00 PM,2:00:00 AM,11:00:00 PM,"Photography, reading",No,No,No,1,Sometimes,Not at all,Regularly,Not at all,Not at all,Not at all,Not at all,8,3 to 5,No,0,0,10,Moderate
177,Tensed,23,Male,Naturwissenschaft,6,3,With family,None,Introvert,Single,7:00:00 AM,8:00:00 AM,3:00:00 PM,3:00:00 AM,1:00:00 AM,Music,No,No,No,5,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Not at all,4,3 to 5,No,1,1,14,Moderate
178,Tensed,22,Male,Naturwissenschaft,4,2,With family,None,Ambivert,Single,8:30:00 AM,10:00:00 AM,2:00:00 AM,4:00:00 AM,2:00:00 AM,Programming,No,No,No,0,Sometimes,Often,Regularly,Sometimes,Sometimes,Not at all,Not at all,10,3 to 5,No,0,0,4,None
